text,sumber
"tertekan bgt sm ekspektasi ortu, capek ngejar standar org lain mulu 🤯",twitter
"udh 3 hari ini tidur kurang dr, 3 jam, badan ga kuat",twitter
follow @akunjualan dapat cashback,twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala tiap, pagi",twitter
"tiap mau tidur kepikiran, sidang skripsi, anxiety naik trs",twitter
"ngerasa ga kuat lg, nanggung smua sendirian, terlalu banyak 😭😭",twitter
"ga bisa fokus sm sekali, pikiran kemana2, overthinking parah banget sih",twitter
"nervous parah sebelum interview, perut mual deg2an",twitter
"kelelahan parah tp ga bs tidur, badan lemes otak masih jalan terus 🤯",twitter
"takut banget sama future gw, smua org keliatan sukses cuma gw doang yg stuck 😰",twitter
"udh 3 hari ini tidur kurang dr 3 jam, badan ga kuat 💔",twitter
"burnout parah, udh sebulan kerja keras tp hasilnya nihil kecewa poll 😭😭",twitter
"jam segini masih melek pdhl besok pagi hrs kerja, capek bgt",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali",twitter
"udh ga sanggup lg ngejalanin ini semua, capek poll, sm rutinitas",twitter
https://t.co/abcxyz @collegemenfess check this out!!!,twitter
"udh ga sanggup lg ngejalanin ini semua, capek parah sm rutinitas 😭😭",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain jg sia2 aja :(",twitter
"stress level gw udah tinggi, mau healing, tp ga ada waktu sama sekali",twitter
"was2 bgt nunggu hasil meeting, deg2an sampe ga, napsu makan 😢",twitter
"jam 2 malem masih gabisa, bobo, pikiran muter2 ga ada habisnya 🤯",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah bgt sih :(",twitter
"ga bs dapet tidur yg berkualitas, trs, kebangun tengah malem",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga enak, gt",twitter
"insomnia kumat lg, tiap malem cuma rebahan sambil nangis 😰",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat parah",twitter
"capek poll sm tuntutan yg ga ada abisnya, gw jg, manusia bkn robot 😢",twitter
"nervous poll mau ketemu org baru, sosial anxiety gw emg parah 🤯",twitter
"khawatir kalo tugas kuliah ga sesuai rencana, parno bgt jadinya",twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala tiap pagi 💔",twitter
"putus asa poll, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
"ngrasa sendirian banget pdhl dikelilingin banyak org, ngga ada yg ngerti gw",twitter
"ngerasa trapped di situasi yg ga bs gw kontrol, stress poll huhu",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr luar",twitter
"ngerasa hampa banget, udh lama ga bs seneng sama sekali capek hidup",twitter
badan udh minta istirahat tp pikiran malah makin aktif pas mau tidur,twitter
"frustrasi amat sama kondisi ini, udh usaha tp ga ada perubahan jg 😭😭",twitter
"gabisa tidur dr kmrn malem, badan cape banget tp otak ga mau berhenti",twitter
"muak parah sm sistem, udh kerja keras tp yg dapet reward org lain",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga, enak gt 😭😭",twitter
"kelelahan bgt tp ga bs tidur, badan lemes, otak masih jalan terus",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali, :(",twitter
"males ngapa2in, bangun tidur aja cape amat, pengen ilang aja :(",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa jg rasanya hampa",twitter
"ngerasa exhausted tp ttp ga bs tidur, ini paling nyiksa, sih 😞",twitter
"panik banget tadi presentasi, tangan gemetaran keringetan malu bngt",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat bgt",twitter
"gelisah trs dr dua hari lalu, entah knp tiba2 ngrasa, takut ga jelas gt",twitter
"gabisa tidur dr tadi siang, badan cape banget tp otak ga mau berhenti",twitter
"stress level gw udah tinggi, mau healing tp, ga ada waktu sama sekali",twitter
"susah parah tidur belakangan ini, setiap mau, tidur tiba2 anxiety 😰",twitter
rt @user: retweet ini buat keberuntungan,twitter
rt @user: retweet ini buat keberuntungan,twitter
"jam segini masih melek pdhl besok pagi hrs meeting, capek amat",twitter
"setiap bangun pagi ngerasa berat, parah, gamau ngapa2in pengen tiduran aja",twitter
"nangis tiba2 tanpa sebab, udh biasa sih buat gw skrg :(",twitter
"jam segini masih melek pdhl besok pagi hrs kuliah, capek bgt",twitter
"nervous poll mau ketemu org baru, sosial anxiety, gw emg parah",twitter
"ngerasa trapped di situasi yg ga bs gw kontrol, stress bgt",twitter
"gabisa tidur dr seminggu lalu, badan cape poll tp otak ga mau berhenti 😴",twitter
"burnout parah, udh sebulan kerja keras tp hasilnya nihil kecewa amat 😞",twitter
"muak bgt sm sistem, udh kerja keras tp yg dapet reward org lain :(",twitter
"tiap mau tidur kepikiran masa depan, anxiety naik trs 🤯",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong 😴",twitter
"gw gabisa tidur dr seminggu lalu, pikiran muter2 ga brenti ttg sidang skripsi 🤯",twitter
"gelisah trs dr seminggu, lalu, entah knp tiba2 ngrasa takut ga jelas gt",twitter
"panik bgt tadi pertemuan penting, tangan gemetaran keringetan malu bngt 💔",twitter
"otak gw overload parah, info kebanyakan,, ga bs fokus",twitter
"beban keputusan besar numpuk, gw mau meledak rasanya 🤯",twitter
"stress poll deadline numpuk smua, minta kmrn, otak gw uda ga jalan",twitter
"ga ada semangat buat ngelakuin apapun, hari2 berat banget 😴",twitter
"khawatir banget sama interview ini, takut org tua kecewa",twitter
"udh ga ngrasa apa2 lg, kosong amat dalem sini, sedih, jg ga bs 😰",twitter
"khawatir bgt sama presentasi ini, takut org tua kecewa",twitter
"rebahan dr jam 11 tp baru ketiduran subuh, badan ancur parah, 🤯",twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur rasanya",twitter
"tertekan amat sm ekspektasi ortu, capek ngejar standar org lain mulu 😰",twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur rasanya :(",twitter
"tertekan banget sm ekspektasi ortu, capek, ngejar standar org lain mulu",twitter
"ngrasa invisible aja pdhl, lg di keramaian, ga ada yg liat gw 😴",twitter
"udh minum susu, matiin hp, tp tetep aja melek sampe subuh 💔",twitter
"ngerasa ga kuat lg, nanggung smua sendirian, terlalu banyak",twitter
"gelisah trs dr kmrn, entah knp tiba2 ngrasa takut ga jelas gt",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya",twitter
"males ngapa2in, bangun tidur aja cape parah,, pengen ilang aja",twitter
"panik bgt tadi sidang, tangan, gemetaran keringetan malu bngt",twitter
capek pura2 baik2 aja pdhal dalem sini hancur parah,twitter
"udh di titik jenuh amat, smua terasa berat ga ada yg ringan 😭😭",twitter
"ngrasa invisible aja pdhl lg di keramaian, ga, ada yg liat gw 😰",twitter
"khawatir kalo skripsi, ga sesuai rencana, parno bgt jadinya",twitter
"gw gabisa tidur dr tdi malem, pikiran muter2 ga brenti ttg keputusan besar",twitter
"otak gw overload amat, info kebanyakan, ga bs fokus :(",twitter
"otak gw overload amat, info kebanyakan, ga bs fokus 😢",twitter
"nervous parah sebelum kuliah, perut mual deg2an 💔",twitter
"badan udh minta istirahat tp pikiran malah makin aktif, pas mau tidur",twitter
"udh minum susu, matiin hp, tp tetep aja melek sampe, subuh",twitter
"ngrasa jd beban buat, semua org, mending gw ga ada aja kali ya",twitter
aq bngung amat mo nangis krn hubungan mulu ttg masa depan 😰,twitter
"overthinking trs smpe ga bs tidur, besok ada masalah keluarga tp malah kepikiran yg bukan2",twitter
"tertekan poll sm ekspektasi ortu, capek ngejar standar org lain mulu 😰",twitter
"takut gagal poll sampe gemeteran, sblm presentasi",twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur rasanya 😰",twitter
"setiap bangun pagi ngerasa berat bgt, gamau ngapa2in pengen tiduran aja",twitter
"udh jam 3 pagi masih melek, besok ada pertemuan penting tp mata ga mau tutup",twitter
"capek poll sm tuntutan yg ga ada, abisnya, gw jg manusia bkn robot",twitter
"capek pura2 baik2 aja, pdhal dalem sini hancur amat huhu",twitter
takut gagal parah sampe gemeteran sblm meeting,twitter
"tekanan dr segala arah, dari ortu dosen pacar, mau kabur, rasanya",twitter
"overwhelmed parah, to-do list makin panjang tp tenaga makin tipis huhu",twitter
"pusing banget, semua hal dateng barengan, gamau mikir apa2 lg 😴",twitter
"mata udh berat bgt tp begitu rebahan langsung, melek lg",twitter
"nervous banget sebelum kuliah, perut mual deg2an",twitter
"muak amat sm sistem, udh kerja keras tp yg dapet reward org lain",twitter
"overthinking trs smpe ga bs tidur, besok ada ekspektasi org lain tp malah kepikiran yg bukan2 💔",twitter
"udh ga sanggup lg ngejalanin ini, semua, capek amat sm rutinitas",twitter
"ga ada energi, buat ngapa2in, makan aja males apalagi keluar",twitter
"gelisah trs dr beberapa hari ini, entah knp tiba2 ngrasa takut ga jelas gt huhu",twitter
"panic attack lagi, napas sesak jantung mau copot tolong 🤯",twitter
"takut bgt sama future gw, smua org keliatan sukses cuma gw, doang yg stuck",twitter
"deadline kmrn malem tp belom mulai, stress gw tingkat dewa udh",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah parah sih 😢",twitter
"ngerasa exhausted tp ttp ga bs tidur,, ini paling nyiksa sih 😴",twitter
"anxiety gw kumat lg, jantung deg2an, pdhl ga ada apa2 help",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya :(",twitter
takut gagal amat sampe gemeteran sblm pertemuan penting,twitter
"jantung berdebar trs dr beberapa hari ini, badan jg ikut tegang semua 🤯",twitter
"putus asa parah, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah huhu",twitter
"otak gw overload, parah, info kebanyakan, ga bs fokus 😢",twitter
"burnout parah, udh sebulan kerja keras tp hasilnya nihil kecewa poll 😢",twitter
"deadline beberapa hari ini tp belom mulai, stress gw tingkat dewa, udh 😴",twitter
"ga bs dapet tidur yg berkualitas, trs, kebangun tengah malem 😭😭",twitter
"deadline dua hari lalu tp belom mulai, stress gw tingkat dewa udh 🤯",twitter
"beban ujian numpuk, gw mau meledak rasanya",twitter
"males ngapa2in, bangun tidur aja cape poll, pengen ilang aja",twitter
"males ngapa2in, bangun tidur aja cape parah, pengen ilang aja 😰",twitter
"tiap mau tidur kepikiran macem2, makanya ga, bs tidur huhu",twitter
promo!! diskon 50% buruan order skrg,twitter
"ngrasa hidup gw ga ada artinya, mau ngapain jg sia2 aja 😰",twitter
"stress level gw udah tinggi, mau healing tp ga, ada waktu sama sekali",twitter
"susah amat tidur belakangan ini, setiap mau tidur tiba2 anxiety",twitter
"males ngapa2in, bangun tidur, aja cape parah, pengen ilang aja 😰",twitter
"badan udh minta, istirahat tp pikiran malah makin aktif pas mau tidur",twitter
"mata udh berat parah tp begitu, rebahan langsung melek lg",twitter
"nervous poll mau ketemu org baru, sosial anxiety gw emg parah 🤯",twitter
udh coba segala cara buat tidur tp mata ttp melek sampe pagi 💔,twitter
"males ngapa2in, bangun tidur aja cape, banget, pengen ilang aja :(",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada habisnya 🤯",twitter
"nervous poll sebelum sidang, perut mual deg2an",twitter
"udh di titik jenuh bgt, smua terasa berat ga ada yg ringan 😞",twitter
"overwhelmed parah, to-do list makin panjang tp tenaga makin tipis 😴",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada habisnya 😢",twitter
"overwhelmed parah, to-do list makin panjang, tp tenaga makin tipis 😞",twitter
"panik amat tadi ujian, tangan gemetaran keringetan, malu bngt 💔",twitter
"otak gw overload parah, info kebanyakan, ga bs fokus",twitter
"khawatir amat sama keputusan besar ini, takut org tua kecewa",twitter
"takut amat sama future gw,, smua org keliatan sukses cuma gw doang yg stuck",twitter
"nervous parah sebelum kuliah, perut mual deg2an 💔",twitter
"panik parah tadi ujian, tangan gemetaran keringetan malu bngt 🤯",twitter
"kerja keras trs tp ga ada apresiasi, cape parah sm kondisi ini 😭😭",twitter
"ngerasa hampa poll, udh lama ga bs seneng sama sekali capek hidup 💔",twitter
"kerja keras trs tp ga ada apresiasi, cape banget, sm kondisi ini",twitter
"nangis di kamar mandi biar ga ketauan, sendirian bgt",twitter
"udh di titik jenuh poll, smua terasa berat ga ada yg ringan",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa, jg rasanya hampa 💔",twitter
"udh di titik jenuh bgt, smua terasa berat ga ada yg ringan",twitter
"putus asa amat, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
"putus asa amat, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah 😞",twitter
"beban deadline kerjaan numpuk, gw mau meledak, rasanya",twitter
"susah banget tidur belakangan ini, setiap mau tidur, tiba2 anxiety",twitter
"stress level gw udah tinggi, mau healing tp ga ada waktu sama sekali 😢",twitter
"stress poll deadline numpuk smua minta beberapa hari ini, otak gw uda ga jalan :(",twitter
"ga mau ketemu siapapun, gamau ngomong, mau sendiri aja nangis 😢",twitter
"gelisah trs dr kmrn malem, entah knp tiba2 ngrasa takut ga jelas gt 😴",twitter
"ga bs dapet tidur yg berkualitas, trs kebangun tengah malem :(",twitter
"udh ga ngrasa apa2 lg, kosong banget dalem sini, sedih jg ga, bs 😰",twitter
"kerja keras trs tp ga ada apresiasi, cape parah sm kondisi ini",twitter
"nervous poll sebelum kuliah, perut mual deg2an",twitter
"overthinking trs smpe, ga bs tidur, besok ada masalah keluarga tp malah kepikiran yg bukan2",twitter
"jam segini masih melek pdhl besok pagi hrs sidang, capek parah",twitter
"jam segini masih melek pdhl besok pagi hrs kuliah, capek poll 😰",twitter
"udh 3 hari ini tidur, kurang dr 3 jam, badan ga kuat",twitter
"gelisah trs dr tadi siang, entah knp tiba2 ngrasa takut ga jelas gt huhu",twitter
"udh ga ngrasa apa2, lg, kosong amat dalem sini, sedih jg ga bs",twitter
"gw gabisa tidur dr seminggu lalu, pikiran muter2 ga brenti, ttg hubungan",twitter
"tiap hari ada aja masalah baru, ga sempet napas udh dateng lg yg baru, 😭😭",twitter
"kelelahan poll tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"tekanan dr segala arah, dari ortu, dosen pacar, mau kabur rasanya",twitter
"ngerasa hampa poll, udh lama ga bs seneng sama sekali capek hidup",twitter
"ga bs dapet tidur yg berkualitas, trs kebangun tengah malem 😴",twitter
"males ngapa2in, bangun tidur aja cape bgt, pengen ilang aja",twitter
capek pura2 baik2 aja pdhal dalem sini hancur parah :(,twitter
"ngrasa disconnect sama diri sendiri, kayak, liat hidup dr luar",twitter
"panik poll tadi ujian, tangan gemetaran keringetan malu bngt",twitter
"burnout parah, udh sebulan kerja keras tp hasilnya nihil kecewa poll",twitter
"nervous amat sebelum presentasi, perut mual, deg2an",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help 😞",twitter
"overwhelmed parah, to-do list makin panjang tp tenaga makin tipis",twitter
"gelisah trs dr beberapa hari ini, entah knp tiba2 ngrasa takut ga, jelas gt",twitter
"tiap malem begadang, bukan krn mau tp emg gabisa tidur :(",twitter
"ngrasa jd beban buat semua, org, mending gw ga ada aja kali ya",twitter
"nangis tiba2 tanpa sebab, udh biasa sih, buat gw skrg",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa jg rasanya hampa 😢",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah amat sih :(",twitter
"stress poll deadline, numpuk smua minta kmrn malem, otak gw uda ga jalan 💔",twitter
"tertekan banget sm ekspektasi ortu, capek, ngejar standar org lain mulu 💔",twitter
"udh 3 hari ini tidur kurang dr 3 jam, badan ga kuat 😰",twitter
"jam segini masih melek pdhl besok pagi hrs ujian, capek bgt :(",twitter
"setiap bangun pagi ngerasa berat poll, gamau ngapa2in pengen tiduran aja",twitter
"setiap bangun pagi, ngerasa berat banget, gamau ngapa2in pengen tiduran aja",twitter
"panic attack lagi,, napas sesak jantung mau copot tolong 🤯",twitter
"ga ada energi buat, ngapa2in, makan aja males apalagi keluar 😞",twitter
"tiap malem begadang, bukan krn, mau tp emg gabisa tidur",twitter
"ngrasa jd beban buat semua org, mending gw ga ada aja kali ya",twitter
"khawatir kalo nilai ga, sesuai rencana, parno bgt jadinya",twitter
"nangis di kamar mandi, biar ga ketauan, sendirian amat huhu",twitter
"gabisa tidur dr dua hari lalu, badan cape parah tp otak ga mau berhenti",twitter
"pusing poll, semua hal dateng, barengan, gamau mikir apa2 lg",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr, luar 😰",twitter
"ngrasa invisible aja pdhl lg di keramaian, ga, ada yg liat gw",twitter
"was2 parah nunggu hasil meeting, deg2an sampe, ga napsu makan",twitter
"deadline kmrn tp, belom mulai, stress gw tingkat dewa udh",twitter
"capek amat sm tuntutan yg ga ada abisnya, gw, jg manusia bkn robot",twitter
"pressure dr semua arah, ngerasa mau pecah tp, hrs ttp strong",twitter
"takut gagal poll sampe, gemeteran sblm presentasi",twitter
"udh di titik jenuh parah, smua terasa berat ga ada yg ringan 😰",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup, dr luar",twitter
"udh berminggu2 ga bisa, ngrasa seneng, ketawa jg rasanya hampa",twitter
"ngrasa jd beban buat semua org, mending gw ga ada aja kali ya 😰",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada, habisnya",twitter
"kelelahan banget tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"nangis di kamar mandi biar ga ketauan, sendirian banget 😴",twitter
"frustrasi banget sama kondisi ini, udh usaha tp ga ada perubahan jg",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin 💔",twitter
"was2 parah nunggu hasil pertemuan penting, deg2an sampe ga napsu makan",twitter
"beban keputusan besar numpuk, gw mau, meledak rasanya",twitter
"ga tau knp nangis2 sendiri, ngrsa ga berguna parah hidup gw slesai :(",twitter
"udh ga ngrasa apa2 lg, kosong poll dalem sini, sedih jg ga bs :(",twitter
"otak gw overload amat, info kebanyakan,, ga bs fokus 😰",twitter
"khawatir kalo presentasi ga sesuai rencana, parno bgt jadinya 🤯",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr luar 😞",twitter
"stress poll deadline numpuk smua minta dua hari lalu, otak gw uda ga jalan 💔",twitter
"udh coba segala cara, buat tidur tp mata ttp melek sampe pagi",twitter
"putus asa bgt, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
"udh berminggu2 ga, bisa ngrasa seneng, ketawa jg rasanya hampa",twitter
"susah parah tidur belakangan ini, setiap mau tidur, tiba2 anxiety",twitter
"ngrasa disconnect sama diri, sendiri, kayak liat hidup dr luar",twitter
capek pura2 baik2 aja pdhal dalem sini hancur parah 😴,twitter
"nervous banget sebelum sidang, perut mual deg2an 💔",twitter
"tiap mau tidur kepikiran macem2, makanya ga, bs tidur",twitter
"ga bs tenang, pikiran muter trs ttg skripsi, anxiety parah",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga enak gt :(",twitter
"kelelahan poll tp ga bs, tidur, badan lemes otak masih jalan terus 😰",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin :(",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada, apa2 help",twitter
"tiap hari ada aja masalah baru, ga sempet napas udh dateng lg yg baru :(",twitter
"udh ga sanggup lg ngejalanin ini semua, capek amat sm rutinitas",twitter
"ga ada semangat, buat ngelakuin apapun, hari2 berat amat",twitter
"jam 2 malem masih gabisa bobo, pikiran muter2 ga ada habisnya",twitter
rt @user: retweet ini buat keberuntungan,twitter
"setiap bangun pagi ngerasa berat banget, gamau ngapa2in pengen tiduran aja 😞",twitter
"kebangun jam 3 trs, ga bs tidur lg sampe pagi, stress jdnya",twitter
"putus asa banget, udh nyoba banyak hal tp ga ada yg berhasil pengen nyerah",twitter
follow @akunjualan dapat cashback,twitter
"nervous poll sebelum meeting, perut mual deg2an",twitter
"jam segini masih melek pdhl besok pagi hrs presentasi, capek bgt 😭😭",twitter
"panic attack lagi, napas sesak jantung mau copot tolong",twitter
"tekanan dr segala, arah, dari ortu dosen pacar, mau kabur rasanya",twitter
"jam segini masih melek pdhl besok pagi hrs meeting, capek banget",twitter
"kelelahan amat tp ga bs tidur, badan lemes otak masih jalan terus",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain, jg sia2 aja 😢",twitter
"kerja keras trs tp ga ada apresiasi, cape banget, sm kondisi ini 🤯",twitter
"udh berminggu2 ga bisa ngrasa seneng, ketawa jg rasanya hampa 😰",twitter
"deg2an trs dr tadi, ga tau knp kayak ada firasat ga enak gt 💔",twitter
"tiap mau tidur, kepikiran interview, anxiety naik trs",twitter
"kelelahan bgt tp ga bs tidur, badan lemes otak masih jalan terus 🤯",twitter
"insomnia gw makin parah belakangan ini, sampe sakit kepala tiap pagi 😭😭",twitter
"kelelahan bgt tp ga bs tidur, badan lemes otak masih jalan terus huhu",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong 🤯",twitter
"ga bs tenang, pikiran muter trs ttg hasil test, anxiety parah",twitter
@collegemenfess kak boleh kirim curhatan ga?,twitter
"khawatir poll sama ekspektasi org lain ini, takut org tua kecewa",twitter
"ngrasa gagal trs, ga pernah cukup apapun yg gw lakuin 😰",twitter
"tiap mau tidur kepikiran hubungan, anxiety naik trs :(",twitter
"insomnia kumat lg, tiap malem cuma rebahan, sambil nangis 💔",twitter
"deadline dua hari lalu tp belom mulai, stress gw tingkat dewa udh 😰",twitter
"beban ekspektasi org lain numpuk, gw mau meledak rasanya 😞",twitter
